device: cuda   amp: bf16
train pairs: 84500 from 169 split(s)   crop: 512
val scenes: 200
sampling 20000 of 84500 pairs per epoch (9.5 passes over the pool)
parameters: 0.46M
fine-tuning from weights/driftsense_p4_last.pt: weights only (fresh optimizer, fresh one-cycle at max_lr 0.00015, epoch counter from 0)
resumed from weights/driftsense_p4_last.pt (epoch 0, best 0.442px)
  e0 [50/1250] loss 0.400 focal 0.298 off 0.1025 | batch median err 1.8px | 47.3 img/s | lr 6.02e-06
  e34 [300/1250] loss 0.357 focal 0.252 off 0.1045 | batch median err 1.7px | 75.7 img/s | lr 1.04e-05
  e34 [350/1250] loss 0.355 focal 0.252 off 0.1031 | batch median err 1.3px | 75.8 img/s | lr 1.02e-05
  e34 [400/1250] loss 0.358 focal 0.255 off 0.1026 | batch median err 1.3px | 75.9 img/s | lr 1.01e-05
  e34 [450/1250] loss 0.359 focal 0.256 off 0.1032 | batch median err 2.7px | 76.0 img/s | lr 9.95e-06
  e34 [500/1250] loss 0.358 focal 0.255 off 0.1030 | batch median err 1.3px | 76.0 img/s | lr 9.82e-06
  e34 [550/1250] loss 0.356 focal 0.253 off 0.1030 | batch median err 1.3px | 76.0 img/s | lr 9.68e-06
  e34 [600/1250] loss 0.354 focal 0.251 off 0.1025 | batch median err 1.9px | 76.1 img/s | lr 9.54e-06
  e34 [650/1250] loss 0.351 focal 0.248 off 0.1028 | batch median err 0.9px | 76.1 img/s | lr 9.41e-06
  e34 [700/1250] loss 0.350 focal 0.248 off 0.1027 | batch median err 0.9px | 76.1 img/s | lr 9.27e-06
  e34 [750/1250] loss 0.351 focal 0.248 off 0.1030 | batch median err 1.3px | 76.1 img/s | lr 9.14e-06
  e34 [800/1250] loss 0.347 focal 0.245 off 0.1023 | batch median err 1.0px | 76.2 img/s | lr 9.01e-06
  e34 [850/1250] loss 0.347 focal 0.245 off 0.1021 | batch median err 1.7px | 76.2 img/s | lr 8.88e-06
  e34 [900/1250] loss 0.347 focal 0.245 off 0.1021 | batch median err 0.8px | 76.2 img/s | lr 8.75e-06
  e34 [950/1250] loss 0.348 focal 0.246 off 0.1023 | batch median err 1.3px | 76.2 img/s | lr 8.62e-06
  e34 [1000/1250] loss 0.347 focal 0.245 off 0.1021 | batch median err 1.3px | 76.2 img/s | lr 8.49e-06
  e34 [1050/1250] loss 0.346 focal 0.244 off 0.1022 | batch median err 1.0px | 76.2 img/s | lr 8.36e-06
  e34 [1100/1250] loss 0.344 focal 0.242 off 0.1019 | batch median err 1.1px | 76.2 img/s | lr 8.24e-06
  e34 [1150/1250] loss 0.347 focal 0.244 off 0.1027 | batch median err 1.3px | 76.2 img/s | lr 8.11e-06
  e34 [1200/1250] loss 0.346 focal 0.243 off 0.1027 | batch median err 0.8px | 76.2 img/s | lr 7.98e-06
  e34 [1250/1250] loss 0.346 focal 0.244 off 0.1026 | batch median err 28.9px | 76.2 img/s | lr 7.86e-06
epoch 34: loss 0.3464 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e35 [50/1250] loss 0.315 focal 0.216 off 0.0992 | batch median err 2.1px | 72.3 img/s | lr 7.74e-06
  e35 [100/1250] loss 0.335 focal 0.235 off 0.1005 | batch median err 2.1px | 74.3 img/s | lr 7.62e-06
  e35 [150/1250] loss 0.341 focal 0.239 off 0.1023 | batch median err 2.1px | 75.0 img/s | lr 7.49e-06
  e35 [200/1250] loss 0.342 focal 0.241 off 0.1012 | batch median err 1.7px | 75.4 img/s | lr 7.37e-06
  e35 [250/1250] loss 0.345 focal 0.244 off 0.1012 | batch median err 1.9px | 75.6 img/s | lr 7.25e-06
  e35 [300/1250] loss 0.344 focal 0.244 off 0.1002 | batch median err 1.2px | 75.7 img/s | lr 7.14e-06
  e35 [350/1250] loss 0.347 focal 0.246 off 0.1010 | batch median err 1.4px | 75.8 img/s | lr 7.02e-06
  e35 [400/1250] loss 0.342 focal 0.241 off 0.1014 | batch median err 1.1px | 75.9 img/s | lr 6.90e-06
  e35 [450/1250] loss 0.345 focal 0.243 off 0.1024 | batch median err 2.6px | 76.0 img/s | lr 6.79e-06
  e35 [500/1250] loss 0.347 focal 0.245 off 0.1022 | batch median err 1.6px | 76.0 img/s | lr 6.67e-06
  e35 [550/1250] loss 0.343 focal 0.241 off 0.1016 | batch median err 22.3px | 76.0 img/s | lr 6.56e-06
  e35 [600/1250] loss 0.343 focal 0.241 off 0.1016 | batch median err 1.0px | 76.1 img/s | lr 6.44e-06
  e35 [650/1250] loss 0.342 focal 0.241 off 0.1014 | batch median err 1.3px | 76.1 img/s | lr 6.33e-06
  e35 [700/1250] loss 0.346 focal 0.244 off 0.1018 | batch median err 2.7px | 76.1 img/s | lr 6.22e-06
  e35 [750/1250] loss 0.347 focal 0.244 off 0.1022 | batch median err 1.6px | 76.1 img/s | lr 6.11e-06
  e35 [800/1250] loss 0.347 focal 0.245 off 0.1021 | batch median err 2.8px | 76.2 img/s | lr 6.00e-06
  e35 [850/1250] loss 0.346 focal 0.245 off 0.1016 | batch median err 0.9px | 76.2 img/s | lr 5.89e-06
  e35 [900/1250] loss 0.345 focal 0.243 off 0.1017 | batch median err 2.2px | 76.2 img/s | lr 5.79e-06
  e35 [950/1250] loss 0.345 focal 0.243 off 0.1018 | batch median err 1.5px | 76.2 img/s | lr 5.68e-06
  e35 [1000/1250] loss 0.344 focal 0.242 off 0.1016 | batch median err 1.3px | 76.2 img/s | lr 5.58e-06
  e35 [1050/1250] loss 0.344 focal 0.242 off 0.1019 | batch median err 1.9px | 76.2 img/s | lr 5.47e-06
  e35 [1100/1250] loss 0.343 focal 0.241 off 0.1016 | batch median err 1.8px | 76.2 img/s | lr 5.37e-06
  e35 [1150/1250] loss 0.342 focal 0.241 off 0.1017 | batch median err 1.7px | 76.2 img/s | lr 5.27e-06
  e35 [1200/1250] loss 0.343 focal 0.241 off 0.1017 | batch median err 1.6px | 76.2 img/s | lr 5.16e-06
  e35 [1250/1250] loss 0.343 focal 0.241 off 0.1018 | batch median err 1.4px | 76.3 img/s | lr 5.06e-06
epoch 35: loss 0.3425 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e36 [50/1250] loss 0.360 focal 0.255 off 0.1050 | batch median err 1.3px | 72.5 img/s | lr 4.96e-06
  e36 [100/1250] loss 0.373 focal 0.267 off 0.1062 | batch median err 1.7px | 74.4 img/s | lr 4.86e-06
  e36 [150/1250] loss 0.361 focal 0.254 off 0.1072 | batch median err 1.0px | 75.1 img/s | lr 4.77e-06
  e36 [200/1250] loss 0.356 focal 0.249 off 0.1061 | batch median err 1.4px | 75.4 img/s | lr 4.67e-06
  e36 [250/1250] loss 0.349 focal 0.243 off 0.1062 | batch median err 0.9px | 75.6 img/s | lr 4.57e-06
  e36 [300/1250] loss 0.348 focal 0.242 off 0.1058 | batch median err 2.7px | 75.7 img/s | lr 4.48e-06
  e36 [350/1250] loss 0.347 focal 0.241 off 0.1058 | batch median err 2.3px | 75.8 img/s | lr 4.39e-06
  e36 [400/1250] loss 0.350 focal 0.244 off 0.1052 | batch median err 1.8px | 75.9 img/s | lr 4.29e-06
  e36 [450/1250] loss 0.349 focal 0.244 off 0.1051 | batch median err 1.2px | 76.0 img/s | lr 4.20e-06
  e36 [500/1250] loss 0.350 focal 0.245 off 0.1052 | batch median err 1.2px | 76.0 img/s | lr 4.11e-06
  e36 [550/1250] loss 0.350 focal 0.244 off 0.1054 | batch median err 2.5px | 76.0 img/s | lr 4.02e-06
  e36 [600/1250] loss 0.353 focal 0.247 off 0.1059 | batch median err 1.5px | 76.1 img/s | lr 3.93e-06
  e36 [650/1250] loss 0.353 focal 0.248 off 0.1057 | batch median err 1.0px | 76.1 img/s | lr 3.84e-06
  e36 [700/1250] loss 0.353 focal 0.247 off 0.1054 | batch median err 1.2px | 76.1 img/s | lr 3.76e-06
  e36 [750/1250] loss 0.352 focal 0.247 off 0.1053 | batch median err 1.3px | 76.1 img/s | lr 3.67e-06
  e36 [800/1250] loss 0.351 focal 0.247 off 0.1047 | batch median err 1.3px | 76.2 img/s | lr 3.58e-06
  e36 [850/1250] loss 0.351 focal 0.246 off 0.1045 | batch median err 1.2px | 76.2 img/s | lr 3.50e-06
  e36 [900/1250] loss 0.348 focal 0.244 off 0.1044 | batch median err 1.1px | 76.2 img/s | lr 3.42e-06
  e36 [950/1250] loss 0.348 focal 0.243 off 0.1049 | batch median err 1.5px | 76.2 img/s | lr 3.33e-06
  e36 [1000/1250] loss 0.350 focal 0.245 off 0.1052 | batch median err 1.7px | 76.2 img/s | lr 3.25e-06
  e36 [1050/1250] loss 0.350 focal 0.245 off 0.1048 | batch median err 0.9px | 76.2 img/s | lr 3.17e-06
  e36 [1100/1250] loss 0.351 focal 0.246 off 0.1048 | batch median err 1.9px | 76.2 img/s | lr 3.09e-06
  e36 [1150/1250] loss 0.351 focal 0.245 off 0.1052 | batch median err 1.2px | 76.2 img/s | lr 3.02e-06
  e36 [1200/1250] loss 0.350 focal 0.245 off 0.1049 | batch median err 1.4px | 76.2 img/s | lr 2.94e-06
  e36 [1250/1250] loss 0.349 focal 0.245 off 0.1048 | batch median err 2.7px | 76.2 img/s | lr 2.86e-06
epoch 36: loss 0.3494 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e37 [50/1250] loss 0.337 focal 0.230 off 0.1066 | batch median err 1.3px | 72.6 img/s | lr 2.79e-06
  e37 [100/1250] loss 0.351 focal 0.246 off 0.1052 | batch median err 1.1px | 74.5 img/s | lr 2.71e-06
  e37 [150/1250] loss 0.340 focal 0.237 off 0.1034 | batch median err 1.2px | 75.2 img/s | lr 2.64e-06
  e37 [200/1250] loss 0.349 focal 0.244 off 0.1042 | batch median err 1.3px | 75.5 img/s | lr 2.57e-06
  e37 [250/1250] loss 0.350 focal 0.245 off 0.1044 | batch median err 1.3px | 75.7 img/s | lr 2.50e-06
  e37 [300/1250] loss 0.350 focal 0.246 off 0.1041 | batch median err 2.1px | 75.8 img/s | lr 2.42e-06
  e37 [350/1250] loss 0.347 focal 0.244 off 0.1030 | batch median err 58.0px | 75.9 img/s | lr 2.36e-06
  e37 [400/1250] loss 0.349 focal 0.247 off 0.1028 | batch median err 1.4px | 76.0 img/s | lr 2.29e-06
  e37 [450/1250] loss 0.350 focal 0.247 off 0.1027 | batch median err 1.4px | 76.0 img/s | lr 2.22e-06
  e37 [500/1250] loss 0.351 focal 0.248 off 0.1029 | batch median err 1.4px | 76.0 img/s | lr 2.15e-06
  e37 [550/1250] loss 0.352 focal 0.248 off 0.1034 | batch median err 1.5px | 76.1 img/s | lr 2.09e-06
  e37 [600/1250] loss 0.351 focal 0.248 off 0.1034 | batch median err 2.5px | 76.1 img/s | lr 2.02e-06
  e37 [650/1250] loss 0.351 focal 0.248 off 0.1036 | batch median err 1.4px | 76.1 img/s | lr 1.96e-06
  e37 [700/1250] loss 0.353 focal 0.249 off 0.1042 | batch median err 10.9px | 76.2 img/s | lr 1.90e-06
  e37 [750/1250] loss 0.353 focal 0.248 off 0.1045 | batch median err 0.9px | 76.2 img/s | lr 1.84e-06
  e37 [800/1250] loss 0.351 focal 0.247 off 0.1045 | batch median err 1.6px | 76.2 img/s | lr 1.78e-06
  e37 [850/1250] loss 0.354 focal 0.249 off 0.1051 | batch median err 2.3px | 76.2 img/s | lr 1.72e-06
  e37 [900/1250] loss 0.354 focal 0.249 off 0.1050 | batch median err 1.3px | 76.2 img/s | lr 1.66e-06
  e37 [950/1250] loss 0.353 focal 0.248 off 0.1051 | batch median err 1.5px | 76.2 img/s | lr 1.60e-06
  e37 [1000/1250] loss 0.353 focal 0.249 off 0.1047 | batch median err 1.6px | 76.2 img/s | lr 1.54e-06
  e37 [1050/1250] loss 0.351 focal 0.247 off 0.1046 | batch median err 1.9px | 76.2 img/s | lr 1.49e-06
  e37 [1100/1250] loss 0.351 focal 0.246 off 0.1045 | batch median err 1.3px | 76.3 img/s | lr 1.43e-06
  e37 [1150/1250] loss 0.350 focal 0.246 off 0.1044 | batch median err 1.3px | 76.3 img/s | lr 1.38e-06
  e37 [1200/1250] loss 0.350 focal 0.246 off 0.1046 | batch median err 1.5px | 76.3 img/s | lr 1.33e-06
  e37 [1250/1250] loss 0.351 focal 0.247 off 0.1043 | batch median err 1.9px | 76.3 img/s | lr 1.28e-06
epoch 37: loss 0.3510 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e38 [50/1250] loss 0.352 focal 0.247 off 0.1050 | batch median err 1.5px | 72.5 img/s | lr 1.23e-06
  e38 [100/1250] loss 0.345 focal 0.240 off 0.1050 | batch median err 1.0px | 74.4 img/s | lr 1.18e-06
  e38 [150/1250] loss 0.346 focal 0.241 off 0.1043 | batch median err 1.6px | 75.1 img/s | lr 1.13e-06
  e38 [200/1250] loss 0.349 focal 0.245 off 0.1045 | batch median err 1.5px | 75.4 img/s | lr 1.08e-06
  e38 [250/1250] loss 0.346 focal 0.243 off 0.1036 | batch median err 1.2px | 75.6 img/s | lr 1.03e-06
  e38 [300/1250] loss 0.342 focal 0.239 off 0.1037 | batch median err 1.1px | 75.7 img/s | lr 9.89e-07
  e38 [350/1250] loss 0.343 focal 0.238 off 0.1044 | batch median err 2.4px | 75.8 img/s | lr 9.45e-07
  e38 [400/1250] loss 0.346 focal 0.241 off 0.1046 | batch median err 1.1px | 75.9 img/s | lr 9.02e-07
  e38 [450/1250] loss 0.346 focal 0.242 off 0.1040 | batch median err 1.4px | 76.0 img/s | lr 8.59e-07
  e38 [500/1250] loss 0.347 focal 0.242 off 0.1045 | batch median err 1.4px | 76.0 img/s | lr 8.18e-07
  e38 [550/1250] loss 0.348 focal 0.243 off 0.1047 | batch median err 2.7px | 76.0 img/s | lr 7.78e-07
  e38 [600/1250] loss 0.348 focal 0.244 off 0.1041 | batch median err 1.2px | 76.1 img/s | lr 7.38e-07
  e38 [650/1250] loss 0.347 focal 0.243 off 0.1041 | batch median err 3.1px | 76.1 img/s | lr 7.00e-07
  e38 [700/1250] loss 0.350 focal 0.244 off 0.1052 | batch median err 1.3px | 76.1 img/s | lr 6.63e-07
  e38 [750/1250] loss 0.349 focal 0.244 off 0.1049 | batch median err 1.7px | 76.1 img/s | lr 6.27e-07
  e38 [800/1250] loss 0.350 focal 0.245 off 0.1048 | batch median err 1.2px | 76.1 img/s | lr 5.91e-07
  e38 [850/1250] loss 0.352 focal 0.246 off 0.1052 | batch median err 1.2px | 76.2 img/s | lr 5.57e-07
  e38 [900/1250] loss 0.352 focal 0.246 off 0.1054 | batch median err 1.3px | 76.2 img/s | lr 5.24e-07
  e38 [950/1250] loss 0.351 focal 0.246 off 0.1053 | batch median err 2.3px | 76.2 img/s | lr 4.92e-07
  e38 [1000/1250] loss 0.350 focal 0.244 off 0.1055 | batch median err 1.1px | 76.2 img/s | lr 4.61e-07
  e38 [1050/1250] loss 0.349 focal 0.243 off 0.1052 | batch median err 1.5px | 76.2 img/s | lr 4.30e-07
  e38 [1100/1250] loss 0.349 focal 0.244 off 0.1053 | batch median err 1.4px | 76.2 img/s | lr 4.01e-07
  e38 [1150/1250] loss 0.348 focal 0.243 off 0.1050 | batch median err 1.1px | 76.2 img/s | lr 3.73e-07
  e38 [1200/1250] loss 0.350 focal 0.245 off 0.1050 | batch median err 1.3px | 76.2 img/s | lr 3.46e-07
  e38 [1250/1250] loss 0.349 focal 0.244 off 0.1050 | batch median err 1.6px | 76.2 img/s | lr 3.20e-07
epoch 38: loss 0.3494 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
  e39 [50/1250] loss 0.334 focal 0.232 off 0.1019 | batch median err 2.3px | 72.3 img/s | lr 2.95e-07
  e39 [100/1250] loss 0.342 focal 0.243 off 0.0990 | batch median err 1.5px | 74.3 img/s | lr 2.71e-07
  e39 [150/1250] loss 0.351 focal 0.252 off 0.0990 | batch median err 1.7px | 75.0 img/s | lr 2.48e-07
  e39 [200/1250] loss 0.344 focal 0.245 off 0.0991 | batch median err 1.4px | 75.4 img/s | lr 2.26e-07
  e39 [250/1250] loss 0.349 focal 0.249 off 0.1005 | batch median err 1.3px | 75.6 img/s | lr 2.05e-07
  e39 [300/1250] loss 0.348 focal 0.246 off 0.1016 | batch median err 1.4px | 75.7 img/s | lr 1.85e-07
  e39 [350/1250] loss 0.352 focal 0.248 off 0.1036 | batch median err 1.2px | 75.8 img/s | lr 1.66e-07
  e39 [400/1250] loss 0.350 focal 0.246 off 0.1035 | batch median err 1.3px | 75.9 img/s | lr 1.48e-07
  e39 [450/1250] loss 0.350 focal 0.247 off 0.1030 | batch median err 1.3px | 75.9 img/s | lr 1.31e-07
  e39 [500/1250] loss 0.351 focal 0.249 off 0.1028 | batch median err 1.5px | 76.0 img/s | lr 1.16e-07
  e39 [550/1250] loss 0.349 focal 0.246 off 0.1030 | batch median err 1.4px | 76.0 img/s | lr 1.01e-07
  e39 [600/1250] loss 0.349 focal 0.246 off 0.1031 | batch median err 1.1px | 76.0 img/s | lr 8.69e-08
  e39 [650/1250] loss 0.348 focal 0.245 off 0.1031 | batch median err 1.5px | 76.1 img/s | lr 7.41e-08
  e39 [700/1250] loss 0.349 focal 0.245 off 0.1034 | batch median err 1.5px | 76.1 img/s | lr 6.23e-08
  e39 [750/1250] loss 0.349 focal 0.245 off 0.1034 | batch median err 2.6px | 76.1 img/s | lr 5.16e-08
  e39 [800/1250] loss 0.350 focal 0.246 off 0.1035 | batch median err 1.1px | 76.1 img/s | lr 4.19e-08
  e39 [850/1250] loss 0.349 focal 0.245 off 0.1038 | batch median err 1.7px | 76.1 img/s | lr 3.32e-08
  e39 [900/1250] loss 0.350 focal 0.246 off 0.1040 | batch median err 0.7px | 76.1 img/s | lr 2.56e-08
  e39 [950/1250] loss 0.350 focal 0.246 off 0.1038 | batch median err 1.6px | 76.2 img/s | lr 1.89e-08
  e39 [1000/1250] loss 0.349 focal 0.246 off 0.1034 | batch median err 1.4px | 76.2 img/s | lr 1.33e-08
  e39 [1050/1250] loss 0.350 focal 0.247 off 0.1035 | batch median err 1.1px | 76.2 img/s | lr 8.71e-09
  e39 [1100/1250] loss 0.349 focal 0.246 off 0.1036 | batch median err 1.5px | 76.2 img/s | lr 5.15e-09
  e39 [1150/1250] loss 0.350 focal 0.246 off 0.1038 | batch median err 1.7px | 76.2 img/s | lr 2.61e-09
  e39 [1200/1250] loss 0.349 focal 0.245 off 0.1038 | batch median err 1.2px | 76.2 img/s | lr 1.09e-09
  e39 [1250/1250] loss 0.349 focal 0.245 off 0.1040 | batch median err 0.9px | 76.2 img/s | lr 6.00e-10
epoch 39: loss 0.3488 | val median 0.30px  acc@1 0.750  acc@2 1.000  acc@5 1.000  acc@10 1.000 | 4.5 min
done. best score: 0.2989545090414367
